quote_id,count,,,
q.36_3_74_74-6,26,,,
q.36_39_45_45-7,26,,,
q.36_40_1_1-4,26,,,
q.36_40_37_37-15,26,,,
q.36_41_11_11-5,26,,,
q.36_4_50_50-7,26,,,
q.36_57_3_3-16,26,,,
q.36_59_1_1-2,26,,,
q.36_63_11_11-10,26,,,
q.36_64_17_17-6,26,,,
q.36_76_12_12-6,26,,,
q.36_8_37_37-11,26,,,
q.36_87_5_5-4,26,,,
q.36_90_2_2-2,26,,,
q.36_9_5_5-12,26,,,
q.36_9_6_6-8,26,,,
q.36_99_7_8-7,26,,,
q.36_10_20_20-12,25,,,
q.36_10_63_63-7,25,,,
q.36_10_98_98-21,25,,,
q.36_12_35_35-15,25,,,
q.36_13_31_31-10,25,,,
q.36_15_93_93-5,25,,,
q.36_16_18_18-8,25,,,
q.36_16_23_23-12,25,,,
q.36_17_58_58-25,25,,,
q.36_18_60_60-11,25,,,
q.36_20_82_82-8,25,,,
q.36_20_89_89-12,25,,,
q.36_2_124_124-10,25,,,
q.36_2_126_126-19,25,,,
q.36_22_37_37-10,25,,,
q.36_23_56_56-5,25,,,
q.36_24_38_38-9,25,,,
q.36_28_38_38-14,25,,,
q.36_28_79_79-15,25,,,
q.36_31_34_34-3,25,,,
q.36_3_185_185-12,25,,,
q.36_3_191_191-17,25,,,
q.36_32_16_17-16,25,,,
q.36_33_56_56-29,25,,,
q.36_35_1_1-19,25,,,
q.36_36_12_12-10,25,,,
q.36_36_44_44-2,25,,,
q.36_36_60_60-8,25,,,
q.36_38_4_4-6,25,,,
q.36_38_76_76-14,25,,,
q.36_39_10_10-9,25,,,
q.36_39_54_54-6,25,,,
q.36_40_19_19-6,25,,,
q.36_4_123_124-4,25,,,
q.36_41_53_53-6,25,,,
q.36_4_55_55-5,25,,,
q.36_49_18_18-7,25,,,
q.36_5_103_104-19,25,,,
q.36_55_30_30-3,25,,,
q.36_57_29_29-7,25,,,
q.36_59_9_9-12,25,,,
q.36_6_11_11-3,25,,,
q.36_6_135_135-11,25,,,
q.36_6_159_159-9,25,,,
q.36_67_23_23-9,25,,,
q.36_7_102_102-6,25,,,
q.36_7_44_44-9,25,,,
q.36_77_30_30-4,25,,,
q.36_8_10_10-12,25,,,
q.36_88_17_17-2,25,,,
q.36_9_103_103-15,25,,,
q.36_9_119_119-7,25,,,
q.36_9_123_123-8,25,,,
q.36_9_129_129-5,25,,,
q.36_9_36_36-7,25,,,
q.36_10_98_98-20,24,,,
q.36_12_28_28-3,24,,,
q.36_12_32_32-16,24,,,
q.36_12_55_55-13,24,,,
q.36_13_21_21-3,24,,,
q.36_13_35_35-15,24,,,
q.36_14_22_22-19,24,,,
q.36_14_26_26-7,24,,,
q.36_14_26_26-8,24,,,
q.36_14_52_52-12,24,,,
q.36_16_12_12-5,24,,,
q.36_16_25_25-6,24,,,
q.36_17_1_1-38,24,,,
q.36_17_55_55-15,24,,,
q.36_18_28_28-17,24,,,
q.36_2_177_177-15,24,,,
q.36_22_25_25-13,24,,,
q.36_2_229_229-32,24,,,
q.36_2_34_34-18,24,,,
q.36_23_62_62-3,24,,,
q.36_24_10_10-2,24,,,
q.36_2_41_41-6,24,,,
q.36_24_33_33-17,24,,,
q.36_2_43_43-7,24,,,
q.36_2_48_48-18,24,,,
q.36_2_48_48-9,24,,,
q.36_25_27_27-6,24,,,
q.36_2_7_7-23,24,,,
q.36_2_87_87-23,24,,,
q.36_2_90_90-17,24,,,
q.36_29_13_13-11,24,,,
q.36_29_13_13-5,24,,,
q.36_29_18_18-4,24,,,
q.36_29_47_47-13,24,,,
q.36_30_30_30-13,24,,,
q.36_3_117_117-11,24,,,
q.36_3_153_153-11,24,,,
q.36_3_159_159-13,24,,,
q.36_3_178_178-9,24,,,
q.36_3_186_186-17,24,,,
q.36_3_186_186-26,24,,,
q.36_3_195_195-18,24,,,
q.36_31_9_9-15,24,,,
q.36_3_30_30-13,24,,,
q.36_33_44_44-11,24,,,
q.36_33_56_56-33,24,,,
q.36_33_59_59-17,24,,,
q.36_34_50_50-9,24,,,
q.36_35_10_10-15,24,,,
q.36_35_2_2-14,24,,,
q.36_37_148_148-6,24,,,
q.36_37_149_149-6,24,,,
q.36_3_74_74-8,24,,,
q.36_3_80_80-5,24,,,
q.36_39_21_21-20,24,,,
q.36_39_69_69-9,24,,,
q.36_4_109_109-6,24,,,
q.36_4_114_115-15,24,,,
q.36_4_17_17-15,24,,,
q.36_4_31_31-14,24,,,
q.36_44_37_37-7,24,,,
q.36_49_12_12-34,24,,,
q.36_51_22_22-2,24,,,
q.36_57_23_23-8,24,,,
q.36_59_21_21-8,24,,,
q.36_59_22_22-4,24,,,
q.36_59_23_23-21,24,,,
q.36_61_2_3-5,24,,,
q.36_62_10_10-12,24,,,
q.36_6_70_70-20,24,,,
q.36_76_12_12-7,24,,,
q.36_7_93_93-4,24,,,
q.36_8_72_72-9,24,,,
q.36_9_24_24-16,24,,,
q.36_9_40_40-38,24,,,
q.36_9_97_97-4,24,,,
q.36_10_25_25-4,23,,,
q.36_10_57_57-7,23,,,
q.36_10_63_63-2,23,,,
q.36_10_85_86-6,23,,,
q.36_11_119_119-18,23,,,
q.36_11_46_46-4,23,,,
q.36_11_8_8-13,23,,,
q.36_12_100_100-16,23,,,
q.36_12_109_109-9,23,,,
q.36_12_24_24-4,23,,,
q.36_12_42_42-13,23,,,
q.36_14_7_7-26,23,,,
q.36_15_34_35-10,23,,,
q.36_15_66_66-9,23,,,
q.36_17_32_32-6,23,,,
q.36_18_1_1-3,23,,,
q.36_18_27_27-9,23,,,
q.36_18_60_60-10,23,,,
q.36_19_26_26-9,23,,,
q.36_20_5_5-4,23,,,
q.36_20_57_58-2,23,,,
q.36_2_10_10-18,23,,,
q.36_21_10_10-5,23,,,
q.36_21_106_107-21,23,,,
q.36_21_106_107-9,23,,,
q.36_21_80_80-17,23,,,
q.36_22_11_11-14,23,,,
q.36_22_2_2-7,23,,,
q.36_2_232_232-19,23,,,
q.36_2_24_24-11,23,,,
q.36_2_245_245-11,23,,,
q.36_2_255_255-34,23,,,
q.36_22_78_78-29,23,,,
q.36_2_49_49-14,23,,,
q.36_25_27_27-3,23,,,
q.36_2_59_59-19,23,,,
q.36_26_154_154-2,23,,,
q.36_26_24_24-4,23,,,
q.36_26_79_79-6,23,,,
q.36_26_81_81-3,23,,,
q.36_2_73_73-14,23,,,
q.36_27_59_61-5,23,,,
q.36_2_79_79-17,23,,,
q.36_28_6_6-6,23,,,
q.36_28_78_78-11,23,,,
q.36_29_11_11-3,23,,,
q.36_29_19_19-3,23,,,
q.36_30_30_30-7,23,,,
q.36_31_12_12-20,23,,,
q.36_31_15_15-20,23,,,
q.36_3_129_129-6,23,,,
q.36_3_145_145-14,23,,,
q.36_3_158_158-8,23,,,
q.36_3_193_193-11,23,,,
q.36_3_194_194-10,23,,,
q.36_32_11_11-8,23,,,
q.36_33_16_16-7,23,,,
q.36_33_17_17-11,23,,,
q.36_33_46_46-14,23,,,
q.36_33_49_49-4,23,,,
q.36_33_59_59-18,23,,,
q.36_33_7_8-13,23,,,
q.36_35_22_22-3,23,,,
q.36_35_5_5-5,23,,,
q.36_36_1_1-10,23,,,
q.36_36_31_31-4,23,,,
q.36_36_47_47-11,23,,,
q.36_36_55_55-12,23,,,
q.36_37_113_113-10,23,,,
q.36_3_74_74-10,23,,,
q.36_38_33_33-4,23,,,
q.36_38_33_33-5,23,,,
q.36_39_42_42-21,23,,,
q.36_40_15_15-2,23,,,
q.36_40_19_19-12,23,,,
q.36_40_55_55-9,23,,,
q.36_4_127_127-25,23,,,
q.36_42_15_15-21,23,,,
q.36_4_56_56-9,23,,,
q.36_4_76_76-10,23,,,
q.36_48_28_29-16,23,,,
q.36_48_28_29-25,23,,,
q.36_51_16_17-7,23,,,
q.36_51_40_40-3,23,,,
q.36_5_16_16-17,23,,,
q.36_52_19_19-4,23,,,
q.36_52_32_32-5,23,,,
q.36_53_17_17-6,23,,,
q.36_54_22_22-2,23,,,
q.36_5_44_44-15,23,,,
q.36_57_16_16-10,23,,,
q.36_58_22_22-31,23,,,
q.36_58_7_7-11,23,,,
q.36_5_89_89-23,23,,,
q.36_60_12_12-14,23,,,
q.36_60_4_5-28,23,,,
q.36_61_10_11-15,23,,,
q.36_6_12_12-7,23,,,
q.36_6_158_158-16,23,,,
q.36_6_160_160-8,23,,,
q.36_62_8_8-10,23,,,
q.36_6_53_53-15,23,,,
q.36_66_6_6-13,23,,,
q.36_7_143_143-42,23,,,
q.36_7_155_157-64,23,,,
q.36_7_45_45-18,23,,,
q.36_7_73_73-9,23,,,
q.36_77_39_39-3,23,,,
q.36_9_104_104-6,23,,,
q.36_9_118_118-6,23,,,
q.36_9_119_119-9,23,,,
q.36_9_122_122-17,23,,,
q.36_9_24_24-14,23,,,
q.36_9_37_37-17,23,,,
q.36_9_94_94-9,23,,,
q.36_10_107_107-12,22,,,
q.36_10_24_24-18,22,,,
q.36_10_5_5-12,22,,,
q.36_10_89_89-6,22,,,
q.36_11_10_10-10,22,,,
q.36_11_24_24-6,22,,,
q.36_11_78_78-6,22,,,
q.36_12_14_14-7,22,,,
q.36_12_19_19-7,22,,,
q.36_12_30_31-42,22,,,
q.36_12_51_51-10,22,,,
q.36_12_55_55-17,22,,,
q.36_12_56_56-7,22,,,
q.36_12_76_76-19,22,,,
q.36_12_99_99-3,22,,,
q.36_14_2_2-4,22,,,
q.36_14_7_7-4,22,,,
q.36_15_42_42-4,22,,,
q.36_16_125_125-10,22,,,
q.36_16_13_13-21,22,,,
q.36_16_32_32-8,22,,,
q.36_16_40_40-7,22,,,
q.36_16_68_69-4,22,,,
q.36_16_81_81-12,22,,,
q.36_16_93_93-9,22,,,
q.36_17_100_100-9,22,,,
q.36_17_1_1-99,22,,,
q.36_17_31_31-5,22,,,
q.36_18_104_104-8,22,,,
q.36_18_16_16-15,22,,,
q.36_19_4_6-21,22,,,
q.36_19_55_55-9,22,,,
q.36_20_104_104-14,22,,,
q.36_20_124_124-9,22,,,
q.36_20_39_39-3,22,,,
q.36_20_44_44-6,22,,,
q.36_20_90_90-15,22,,,
q.36_2_115_115-6,22,,,
q.36_21_23_23-11,22,,,
q.36_2_126_126-20,22,,,
q.36_2_132_132-12,22,,,
q.36_22_10_10-7,22,,,
q.36_22_26_26-8,22,,,
q.36_22_41_41-9,22,,,
q.36_22_54_54-7,22,,,
q.36_22_72_72-5,22,,,
q.36_23_41_41-6,22,,,
q.36_23_50_50-8,22,,,
q.36_24_21_21-17,22,,,
q.36_24_31_31-4,22,,,
q.36_25_10_10-9,22,,,
q.36_2_56_56-7,22,,,
q.36_25_72_72-13,22,,,
q.36_26_175_175-3,22,,,
q.36_26_50_50-4,22,,,
q.36_28_25_25-12,22,,,
q.36_28_75_75-11,22,,,
q.36_28_83_83-9,22,,,
q.36_29_15_15-6,22,,,
q.36_29_40_40-14,22,,,
q.36_30_32_32-6,22,,,
q.36_30_38_38-6,22,,,
q.36_30_41_41-8,22,,,
q.36_30_45_45-6,22,,,
q.36_30_5_5-2,22,,,
q.36_31_30_30-11,22,,,
q.36_31_34_34-14,22,,,
q.36_3_144_144-16,22,,,
q.36_3_148_148-8,22,,,
q.36_3_158_158-7,22,,,
q.36_3_159_159-18,22,,,
q.36_33_23_23-7,22,,,
q.36_34_47_47-10,22,,,
q.36_35_18_18-27,22,,,
q.36_35_43_43-9,22,,,
q.36_36_14_14-11,22,,,
q.36_36_25_25-3,22,,,
q.36_36_33_33-12,22,,,
q.36_36_37_37-6,22,,,
q.36_3_77_78-44,22,,,
q.36_39_45_45-11,22,,,
q.36_39_61_61-5,22,,,
q.36_40_19_19-8,22,,,
q.36_41_12_12-23,22,,,
q.36_41_44_44-19,22,,,
q.36_4_148_149-12,22,,,
q.36_42_19_19-6,22,,,
q.36_42_39_39-2,22,,,
q.36_4_30_30-7,22,,,
q.36_4_31_31-10,22,,,
q.36_44_3_3-3,22,,,
q.36_4_55_55-6,22,,,
q.36_4_58_58-13,22,,,
q.36_4_70_70-4,22,,,
q.36_48_26_26-11,22,,,
q.36_4_85_85-5,22,,,
q.36_49_10_10-12,22,,,
q.36_49_12_12-38,22,,,
q.36_51_1_1-6,22,,,
q.36_53_12_12-15,22,,,
q.36_54_22_22-3,22,,,
q.36_57_20_20-26,22,,,
q.36_57_3_3-3,22,,,
q.36_59_22_22-8,22,,,
q.36_59_24_24-13,22,,,
q.36_5_94_94-18,22,,,
q.36_6_108_108-14,22,,,
q.36_6_119_119-13,22,,,
q.36_6_121_121-13,22,,,
q.36_6_128_128-8,22,,,
q.36_6_159_159-11,22,,,
q.36_6_162_163-23,22,,,
q.36_61_8_8-7,22,,,
q.36_61_9_9-10,22,,,
q.36_67_22_22-5,22,,,
q.36_6_74_74-14,22,,,
q.36_68_43_43-12,22,,,
q.36_68_4_4-23,22,,,
q.36_69_8_8-2,22,,,
q.36_7_12_12-9,22,,,
q.36_7_179_179-11,22,,,
q.36_7_43_43-12,22,,,
q.36_7_51_51-6,22,,,
q.36_7_55_55-9,22,,,
q.36_7_58_58-13,22,,,
q.36_76_6_6-4,22,,,
q.36_76_9_9-2,22,,,
q.36_7_84_84-8,22,,,
q.36_8_2_3-12,22,,,
q.36_8_26_26-12,22,,,
q.36_84_8_8-4,22,,,
q.36_9_110_110-10,22,,,
q.36_9_110_110-12,22,,,
q.36_9_118_118-13,22,,,
q.36_9_40_40-48,22,,,
q.36_9_59_59-8,22,,,
q.36_11_44_44-10,21,,,
q.36_11_61_61-20,21,,,
q.36_12_19_19-10,21,,,
q.36_1_2_2-4,21,,,
q.36_12_42_42-6,21,,,
q.36_12_54_54-11,21,,,
q.36_12_55_55-14,21,,,
q.36_12_83_83-6,21,,,
q.36_12_86_86-11,21,,,
q.36_12_94_94-7,21,,,
q.36_12_99_99-6,21,,,
q.36_13_13_13-18,21,,,
q.36_13_22_22-17,21,,,
q.36_14_14_14-4,21,,,
q.36_14_15_15-4,21,,,
q.36_14_37_37-14,21,,,
q.36_15_13_13-2,21,,,
q.36_15_50_50-3,21,,,
q.36_15_72_72-6,21,,,
q.36_15_85_87-9,21,,,
q.36_15_88_88-4,21,,,
q.36_16_121_122-2,21,,,
q.36_16_125_125-3,21,,,
q.36_16_128_128-4,21,,,
q.36_16_77_77-9,21,,,
q.36_16_79_79-10,21,,,
q.36_16_8_8-11,21,,,
q.36_16_96_96-11,21,,,
q.36_17_110_110-6,21,,,
q.36_17_111_111-3,21,,,
q.36_17_11_12-6,21,,,
q.36_17_1_1-25,21,,,
q.36_17_1_1-33,21,,,
q.36_17_4_4-6,21,,,
q.36_17_69_69-12,21,,,
q.36_17_81_81-4,21,,,
q.36_18_14_15-16,21,,,
q.36_18_18_18-9,21,,,
q.36_18_24_24-14,21,,,
q.36_18_63_63-9,21,,,
q.36_18_94_94-10,21,,,
q.36_19_7_7-6,21,,,
q.36_20_104_104-13,21,,,
q.36_20_115_115-11,21,,,
q.36_20_129_129-5,21,,,
q.36_20_36_36-7,21,,,
q.36_20_96_97-8,21,,,
q.36_2_10_10-17,21,,,
q.36_2_125_125-19,21,,,
q.36_21_37_37-11,21,,,
q.36_21_65_65-3,21,,,
q.36_21_77_77-9,21,,,
q.36_2_178_178-8,21,,,
q.36_21_84_84-9,21,,,
q.36_2_216_216-11,21,,,
q.36_2_219_220-29,21,,,
q.36_22_24_24-2,21,,,
q.36_2_227_227-15,21,,,
q.36_2_244_244-7,21,,,
q.36_2_262_262-13,21,,,
q.36_2_269_269-8,21,,,
q.36_22_78_78-8,21,,,
q.36_2_280_280-12,21,,,
q.36_23_114_114-5,21,,,
q.36_2_3_3-11,21,,,
q.36_2_41_41-9,21,,,
q.36_24_31_31-39,21,,,
q.36_24_31_31-9,21,,,
q.36_26_188_188-3,21,,,
q.36_26_3_3-4,21,,,
q.36_26_89_89-4,21,,,
q.36_28_68_68-8,21,,,
q.36_28_77_77-8,21,,,
q.36_28_82_82-14,21,,,
q.36_28_85_85-5,21,,,
q.36_29_48_49-23,21,,,
q.36_30_27_27-5,21,,,
q.36_31_26_26-8,21,,,
q.36_3_13_13-22,21,,,
q.36_3_143_143-8,21,,,
q.36_3_151_151-10,21,,,
q.36_3_156_156-11,21,,,
q.36_3_175_175-9,21,,,
q.36_3_194_194-14,21,,,
q.36_3_200_200-8,21,,,
q.36_32_16_17-11,21,,,
q.36_32_16_17-28,21,,,
q.36_33_1_1-7,21,,,
q.36_33_31_31-9,21,,,
q.36_33_56_56-86,21,,,
q.36_34_10_10-10,21,,,
q.36_34_31_31-4,21,,,
q.36_36_12_12-11,21,,,
q.36_36_45_45-6,21,,,
q.36_37_11_11-10,21,,,
q.36_3_74_74-11,21,,,
q.36_38_19_19-6,21,,,
q.36_40_64_64-9,21,,,
q.36_40_9_9-6,21,,,
q.36_4_104_104-12,21,,,
q.36_4_113_113-14,21,,,
q.36_4_126_126-4,21,,,
q.36_4_136_136-7,21,,,
q.36_41_37_37-5,21,,,
q.36_4_142_143-12,21,,,
q.36_4_17_17-13,21,,,
q.36_4_173_173-15,21,,,
q.36_4_18_18-10,21,,,
q.36_42_23_23-4,21,,,
q.36_42_39_39-3,21,,,
q.36_4_25_25-29,21,,,
q.36_4_28_28-12,21,,,
q.36_4_39_39-5,21,,,
q.36_4_39_39-6,21,,,
q.36_44_3_3-5,21,,,
q.36_45_26_26-7,21,,,
q.36_4_68_68-3,21,,,
q.36_48_26_26-20,21,,,
q.36_48_27_27-19,21,,,
q.36_4_94_94-16,21,,,
q.36_49_8_8-4,21,,,
q.36_50_16_16-6,21,,,
q.36_50_16_16-9,21,,,
q.36_50_32_32-7,21,,,
q.36_5_100_100-7,21,,,
q.36_5_103_104-16,21,,,
q.36_5_110_110-22,21,,,
q.36_5_13_13-8,21,,,
q.36_51_42_42-4,21,,,
q.36_51_56_56-6,21,,,
q.36_51_58_58-7,21,,,
q.36_5_3_3-42,21,,,
q.36_57_23_23-9,21,,,
q.36_57_4_4-15,21,,,
q.36_5_90_92-21,21,,,
q.36_59_20_20-2,21,,,
q.36_5_97_99-16,21,,,
q.36_6_122_122-19,21,,,
q.36_62_11_11-16,21,,,
q.36_65_3_3-3,21,,,
q.36_68_1_2-7,21,,,
q.36_71_14_14-3,21,,,
q.36_7_127_129-31,21,,,
q.36_7_143_143-85,21,,,
q.36_7_155_157-16,21,,,
q.36_7_174_174-9,21,,,
q.36_7_39_39-8,21,,,
q.36_80_21_21-3,21,,,
q.36_81_14_14-4,21,,,
q.36_8_27_28-11,21,,,
q.36_90_10_10-3,21,,,
q.36_9_105_105-13,21,,,
q.36_9_111_111-12,21,,,
q.36_9_119_119-4,21,,,
q.36_9_128_128-14,21,,,
q.36_9_17_17-7,21,,,
q.36_94_4_4-2,21,,,
q.36_9_60_60-13,21,,,
q.36_9_97_97-10,21,,,
q.36_10_21_21-14,20,,,
q.36_105_1_1-5,20,,,
q.36_105_5_5-3,20,,,
q.36_10_92_92-4,20,,,
q.36_10_93_93-7,20,,,
q.36_11_121_122-19,20,,,
q.36_11_123_123-14,20,,,
q.36_11_14_14-9,20,,,
q.36_11_31_31-8,20,,,
q.36_11_34_34-5,20,,,
q.36_11_48_48-10,20,,,
q.36_11_63_63-13,20,,,
q.36_11_9_9-6,20,,,
q.36_12_23_23-12,20,,,
q.36_12_23_23-20,20,,,
q.36_12_23_23-7,20,,,
q.36_12_24_24-36,20,,,
q.36_12_26_26-3,20,,,
q.36_12_30_31-15,20,,,
q.36_12_34_34-6,20,,,
q.36_12_77_77-12,20,,,
q.36_12_92_92-9,20,,,
q.36_13_22_22-12,20,,,
q.36_14_32_34-30,20,,,
q.36_15_29_29-4,20,,,
q.36_15_43_44-8,20,,,
q.36_15_77_77-9,20,,,
q.36_16_14_14-16,20,,,
q.36_16_44_44-10,20,,,
q.36_16_64_65-8,20,,,
q.36_16_66_66-13,20,,,
q.36_16_68_69-40,20,,,
q.36_16_70_70-10,20,,,
q.36_16_75_75-11,20,,,
q.36_16_78_78-10,20,,,
q.36_16_82_82-4,20,,,
q.36_16_83_83-3,20,,,
q.36_17_109_109-5,20,,,
q.36_17_1_1-113,20,,,
q.36_17_44_44-13,20,,,
q.36_17_52_52-10,20,,,
q.36_17_55_55-11,20,,,
q.36_17_84_84-9,20,,,
q.36_18_109_109-5,20,,,
q.36_18_19_19-16,20,,,
q.36_19_40_40-6,20,,,
q.36_19_65_65-8,20,,,
q.36_20_110_110-6,20,,,
q.36_20_130_130-16,20,,,
q.36_2_11_12-14,20,,,
q.36_21_1_1-6,20,,,
q.36_2_134_134-13,20,,,
q.36_21_80_80-7,20,,,
q.36_21_81_82-7,20,,,
q.36_2_196_196-34,20,,,
q.36_2_204_204-5,20,,,
q.36_2_219_220-54,20,,,
q.36_2_221_221-28,20,,,
q.36_2_221_221-30,20,,,
q.36_2_22_22-33,20,,,
q.36_22_29_29-10,20,,,
q.36_2_239_239-16,20,,,
q.36_2_242_242-9,20,,,
q.36_2_246_246-27,20,,,
q.36_2_248_248-21,20,,,
q.36_22_51_51-6,20,,,
q.36_2_255_255-15,20,,,
q.36_2_255_255-49,20,,,
q.36_22_62_62-7,20,,,
q.36_2_266_266-22,20,,,
q.36_2_282_282-56,20,,,
q.36_2_30_31-9,20,,,
q.36_2_3_3-65,20,,,
q.36_23_70_70-9,20,,,
q.36_2_37_37-9,20,,,
q.36_24_35_35-7,20,,,
q.36_24_42_42-6,20,,,
q.36_24_61_61-22,20,,,
q.36_25_30_30-8,20,,,
q.36_25_62_62-10,20,,,
q.36_25_62_62-8,20,,,
q.36_25_67_67-11,20,,,
q.36_25_74_74-9,20,,,
q.36_26_1_1-9,20,,,
q.36_26_227_227-6,20,,,
q.36_27_19_19-4,20,,,
q.36_27_78_81-20,20,,,
q.36_2_79_79-20,20,,,
q.36_28_30_30-13,20,,,
q.36_2_83_83-27,20,,,
q.36_28_6_6-8,20,,,
q.36_28_67_67-4,20,,,
q.36_28_76_76-18,20,,,
q.36_28_81_81-2,20,,,
q.36_29_15_15-7,20,,,
q.36_29_40_40-16,20,,,
q.36_29_69_69-11,20,,,
q.36_30_27_27-16,20,,,
q.36_30_28_28-14,20,,,
q.36_30_29_29-10,20,,,
q.36_30_30_30-11,20,,,
q.36_30_41_41-4,20,,,
q.36_3_105_105-14,20,,,
q.36_31_12_12-21,20,,,
q.36_31_19_19-12,20,,,
q.36_3_144_144-17,20,,,
q.36_3_144_144-4,20,,,
q.36_3_184_184-7,20,,,
q.36_3_187_187-11,20,,,
q.36_3_27_27-13,20,,,
q.36_3_31_32-10,20,,,
q.36_3_31_32-11,20,,,
q.36_33_17_17-10,20,,,
q.36_33_33_33-27,20,,,
q.36_33_37_37-16,20,,,
q.36_33_46_46-15,20,,,
q.36_33_46_46-6,20,,,
q.36_33_56_56-61,20,,,
q.36_33_59_59-16,20,,,
q.36_33_62_62-3,20,,,
q.36_34_10_10-8,20,,,
q.36_35_32_32-16,20,,,
q.36_35_32_32-25,20,,,
q.36_36_3_3-5,20,,,
q.36_36_40_40-14,20,,,
q.36_36_53_53-7,20,,,
q.36_37_132_132-3,20,,,
q.36_37_138_138-6,20,,,
q.36_37_61_61-2,20,,,
q.36_39_17_18-10,20,,,
q.36_39_44_44-19,20,,,
q.36_39_47_48-11,20,,,
q.36_40_14_14-4,20,,,
q.36_40_6_6-4,20,,,
q.36_4_126_126-7,20,,,
q.36_4_134_134-6,20,,,
q.36_41_54_54-6,20,,,
q.36_4_162_162-4,20,,,
q.36_4_2_2-10,20,,,
q.36_4_2_2-14,20,,,
q.36_4_25_25-28,20,,,
q.36_4_31_31-20,20,,,
q.36_44_3_3-4,20,,,
q.36_4_76_76-11,20,,,
q.36_48_15_15-17,20,,,
q.36_48_23_23-5,20,,,
q.36_4_87_87-20,20,,,
q.36_49_10_10-13,20,,,
q.36_49_5_5-12,20,,,
q.36_49_9_9-19,20,,,
q.36_50_16_16-5,20,,,
q.36_50_19_19-16,20,,,
q.36_50_24_24-2,20,,,
q.36_50_5_5-4,20,,,
q.36_5_101_102-12,20,,,
q.36_5_18_18-10,20,,,
q.36_5_2_2-25,20,,,
q.36_53_12_12-16,20,,,
q.36_55_60_60-7,20,,,
q.36_5_56_56-4,20,,,
q.36_57_23_23-5,20,,,
q.36_5_81_81-11,20,,,
q.36_59_10_10-14,20,,,
q.36_59_22_22-2,20,,,
q.36_6_111_111-15,20,,,
q.36_6_153_153-8,20,,,
q.36_6_3_3-15,20,,,
q.36_6_45_45-8,20,,,
q.36_65_12_12-26,20,,,
q.36_65_3_3-14,20,,,
q.36_6_58_58-6,20,,,
q.36_68_1_2-8,20,,,
q.36_68_32_32-5,20,,,
q.36_68_4_4-8,20,,,
q.36_6_94_94-16,20,,,
q.36_7_180_180-6,20,,,
q.36_7_185_185-7,20,,,
q.36_79_41_41-2,20,,,
q.36_8_17_17-15,20,,,
q.36_8_19_19-16,20,,,
q.36_82_6_6-5,20,,,
q.36_85_3_3-2,20,,,
q.36_85_4_4-2,20,,,
q.36_86_1_3-2,20,,,
q.36_8_69_69-7,20,,,
q.36_9_111_111-11,20,,,
q.36_9_16_16-8,20,,,
q.36_92_20_20-2,20,,,
q.36_9_28_28-9,20,,,
q.36_9_54_54-5,20,,,
q.36_9_57_57-8,20,,,
q.36_96_4_4-2,20,,,
q.36_9_79_80-16,20,,,
q.36_10_13_14-12,19,,,
q.36_10_67_67-4,19,,,
q.36_10_7_7-9,19,,,
q.36_11_22_22-6,19,,,
q.36_11_48_48-16,19,,,
q.36_11_51_51-6,19,,,
q.36_11_5_5-13,19,,,
q.36_11_60_60-16,19,,,
q.36_11_6_6-10,19,,,
q.36_11_90_90-6,19,,,
q.36_12_111_111-12,19,,,
q.36_12_15_15-2,19,,,
q.36_1_2_2-13,19,,,
q.36_12_3_3-8,19,,,
q.36_12_55_55-16,19,,,
q.36_12_64_64-11,19,,,
q.36_12_96_96-9,19,,,
q.36_13_22_22-13,19,,,
q.36_13_2_2-5,19,,,
q.36_13_6_6-6,19,,,
q.36_13_6_6-9,19,,,
q.36_15_5_5-8,19,,,
q.36_15_85_87-3,19,,,
q.36_16_14_14-6,19,,,
q.36_16_82_82-3,19,,,
q.36_16_9_11-38,19,,,
q.36_17_1_1-143,19,,,
q.36_18_101_101-5,19,,,
q.36_18_101_101-9,19,,,
q.36_18_18_18-15,19,,,
q.36_18_59_59-5,19,,,
q.36_20_42_42-9,19,,,
q.36_20_72_72-2,19,,,
q.36_20_89_89-10,19,,,
q.36_21_102_102-3,19,,,
q.36_21_103_103-6,19,,,
q.36_21_15_15-5,19,,,
q.36_21_22_22-4,19,,,
q.36_21_22_22-6,19,,,
q.36_21_25_25-7,19,,,
q.36_21_52_52-6,19,,,
q.36_2_171_171-12,19,,,
q.36_2_171_171-14,19,,,
q.36_21_79_79-13,19,,,
q.36_2_197_197-23,19,,,
q.36_2_212_212-9,19,,,
q.36_2_216_216-12,19,,,
q.36_2_225_225-11,19,,,
q.36_2_242_242-4,19,,,
q.36_22_46_46-9,19,,,
q.36_2_255_255-21,19,,,
q.36_2_263_263-7,19,,,
q.36_2_34_34-25,19,,,
q.36_23_51_51-8,19,,,
q.36_2_35_35-6,19,,,
q.36_2_38_38-4,19,,,
q.36_24_22_22-16,19,,,
q.36_24_30_30-8,19,,,
q.36_24_31_31-36,19,,,
q.36_24_34_34-5,19,,,
q.36_24_40_40-14,19,,,
q.36_24_61_61-21,19,,,
q.36_25_66_66-5,19,,,
q.36_2_61_61-34,19,,,
q.36_26_214_215-5,19,,,
q.36_2_6_6-7,19,,,
q.36_26_80_80-9,19,,,
q.36_27_15_15-18,19,,,
q.36_27_15_15-7,19,,,
q.36_27_33_34-7,19,,,
q.36_2_7_7-8,19,,,
