"sura_id","aya_id","avg_aya_tokens"
3,18,"470.4828988644206"
9,112,"469.7955470206371"
4,164,"469.7536164467895"
6,151,"469.752767052767"
2,225,"467.75221205723665"
17,7,"467.3382132549989"
2,10,"466.43580565173045"
4,33,"464.9529675638372"
2,50,"464.4784179312751"
22,5,"463.6514628908216"
3,49,"462.4089942781222"
3,153,"460.49169849758096"
5,42,"460.19497354497355"
49,13,"459.4530202821869"
5,103,"459.25616780045345"
2,38,"458.8911616161615"
4,78,"458.1255380302489"
5,34,"456.6392978345184"
48,25,"455.8891975214741"
33,52,"455.2555002235365"
3,27,"454.59401886358404"
9,25,"454.40454388606565"
33,6,"454.2594170875422"
3,121,"453.90490842490846"
3,28,"453.82570981444223"
6,93,"453.1728501545403"
2,218,"452.0310936443543"
59,7,"450.88927351990725"
13,11,"450.766351010101"
33,51,"449.68074532157567"
2,199,"449.5914186507936"
17,60,"448.98464029246634"
9,74,"448.95881467478824"
6,74,"447.6880456349205"
60,1,"447.043848835046"
5,60,"446.22029242892535"
9,111,"445.7506940794606"
24,32,"444.02300906473704"
2,239,"443.6336450822208"
3,81,"443.4963807206148"
5,7,"441.5703856749312"
24,27,"440.38387258284956"
2,128,"440.18595212657715"
13,31,"439.6700566893425"
3,8,"439.38247291680113"
2,245,"438.7649571224177"
3,79,"438.165984923278"
24,55,"438.067973823052"
9,3,"437.80418013468005"
6,152,"437.5191156462585"
34,14,"437.5091736694679"
9,107,"437.33724639296605"
5,91,"436.17398989898993"
17,15,"434.2444255992764"
3,161,"434.12915495452256"
2,227,"434.1099159375536"
58,3,"433.8979360706634"
2,54,"433.8144461769462"
2,44,"432.15988205467374"
59,9,"431.94992073654043"
4,29,"431.7162276004856"
2,58,"431.09544159544157"
2,271,"430.9612025603046"
2,247,"430.2639897489614"
2,43,"429.66953197945844"
2,179,"429.5463945578231"
6,38,"429.32239401860295"
2,115,"429.10880952380944"
6,59,"428.6997471235953"
2,5,"427.67621562709587"
105,1,"426.15625"
7,173,"425.78792152479474"
2,33,"425.4992280930638"
17,78,"425.0939832730222"
2,254,"424.6099394332685"
33,40,"423.9190258509716"
4,135,"423.86374643874643"
2,87,"423.65042680324365"
5,110,"423.28180877093934"
2,210,"422.5080565862709"
4,103,"422.3710369203721"
4,17,"421.1843150859178"
4,83,"420.9764801331709"
4,128,"420.78000157809606"
11,7,"420.4391666666666"
12,31,"418.84767579838"
9,122,"418.7680083709831"
21,83,"418.43697006625223"
3,39,"417.7314976293549"
10,3,"417.5935457516339"
8,60,"415.3795223469505"
9,108,"414.8917223429284"
2,103,"414.47658137882013"
12,101,"413.83655744618665"
5,90,"413.799765258216"
13,17,"413.66247987117555"
3,110,"412.8974370571385"
5,11,"412.7729198497581"
110,1,"411.0238095238097"
2,9,"410.7182473968931"
24,58,"410.64796092796104"
7,144,"410.2424347350426"
5,55,"410.21503266971126"
11,114,"409.53282654931365"
2,276,"409.48903214338003"
6,121,"409.23426897413464"
2,226,"408.5052052545156"
34,13,"408.33517773306517"
12,23,"408.3109419152276"
5,13,"408.2210764587525"
9,35,"408.17127224627217"
58,11,"407.8496586746586"
9,5,"407.06833593285796"
8,42,"406.555229162372"
31,12,"406.4810748070473"
6,94,"404.8817703423337"
9,100,"404.12741937536447"
2,51,"404.0567283360762"
11,17,"403.4994346597085"
5,117,"402.7553595658073"
22,78,"402.6277522675737"
7,31,"401.4055505605504"
4,77,"401.12183986791194"
58,1,"400.9770713531908"
59,2,"400.54284441049145"
9,129,"399.8838460796963"
3,9,"399.7755599955599"
6,76,"399.7270847306058"
48,26,"399.15576620669174"
9,128,"398.94690469305135"
4,157,"398.7279723241205"
4,47,"398.37370493652"
47,19,"397.1047567194462"
49,2,"397.07586167800446"
58,4,"396.4754757395383"
2,163,"396.07754001049454"
2,32,"396.02164711295154"
24,34,"395.8524476978292"
21,84,"395.69786106028823"
33,49,"395.4992583535117"
18,22,"395.2596349728703"
9,1,"395.1069195475885"
5,118,"395.0597337006427"
4,15,"394.97293091194274"
9,2,"394.46216211409876"
5,115,"394.0297735597735"
11,40,"393.98807256235824"
22,25,"393.4971080192355"
42,23,"393.2691294647381"
13,3,"392.8691348452542"
14,27,"392.18023434726007"
17,23,"392.06276523757293"
2,39,"391.83521505376336"
6,109,"391.2330627705628"
2,224,"390.0193170517357"
18,19,"389.3257044989439"
4,100,"388.64742396958786"
8,24,"388.25628321614835"
65,3,"387.78757763975153"
5,27,"387.65252311180876"
9,38,"386.570092226614"
57,27,"386.40968183294535"
16,90,"385.68699513993636"
2,57,"385.50709283000947"
18,65,"384.707734363298"
2,90,"384.6391555304599"
2,212,"384.3772119150691"
11,44,"383.9060165732959"
17,110,"383.8246143527834"
35,32,"383.78622216205423"
6,137,"383.540407478094"
13,13,"383.3888106416275"
5,31,"383.2007999353587"
22,29,"382.5617153602513"
14,22,"382.30966488044487"
17,24,"382.2798410030925"
5,94,"382.0691186922529"
13,2,"381.9661647531213"
3,36,"381.4790393430101"
17,8,"381.31487992166564"
5,26,"380.90876022126014"
4,46,"380.54930101157726"
2,265,"380.39533814657824"
24,26,"379.6920346379291"
2,280,"379.69123578285075"
6,146,"379.23044105652804"
60,11,"379.1051192494374"
2,117,"379.09838935574226"
47,4,"378.2447414631723"
48,1,"378.1949339505918"
66,1,"377.2972044539208"
24,36,"376.4163865546219"
2,240,"375.64289503599844"
3,191,"375.2805580088188"
10,4,"375.1515412928456"
12,110,"374.46932001171126"
58,2,"374.43126940399674"
3,146,"374.02046402803546"
3,80,"373.82746045465757"
49,9,"373.33302469135805"
2,266,"373.1620048132449"
7,55,"373.1598586017282"
2,200,"372.80960764587525"
5,88,"372.53574481074486"
3,61,"372.4429754323776"
5,82,"371.87148506421966"
5,109,"371.7693581780539"
7,56,"370.73010424612255"
6,92,"369.6543292456337"
7,26,"369.5782527657527"
9,61,"369.25285143777785"
48,27,"369.24758050976914"
2,97,"369.1717929815756"
46,15,"368.48566170265735"
66,4,"367.9525623582767"
112,1,"367.3285714285714"
33,72,"367.2427679533785"
4,65,"367.23123067408784"
38,24,"367.0710808297312"
4,95,"366.65757622980624"
2,145,"366.50208087367173"
2,73,"366.27528284919595"
18,29,"366.1314692485181"
65,2,"365.4170462387853"
6,96,"365.17555484421683"
9,102,"364.53328617340355"
2,59,"364.1883351390393"
5,97,"363.746908315565"
21,78,"363.5186868561172"
7,176,"363.4760042211328"
2,15,"363.11434367059354"
12,4,"363.0829340228915"
5,69,"362.94510503531546"
6,75,"362.3773194723898"
3,55,"362.2951600784343"
7,133,"361.72466982649803"
4,123,"361.21790476097203"
6,73,"361.0475746067657"
29,45,"360.880410209758"
9,31,"360.7497434099547"
3,180,"360.1333503401361"
7,27,"359.97017917267914"
4,88,"359.73704849681803"
2,194,"359.28669467787114"
8,67,"359.0770306778554"
8,11,"359.04980143688834"
12,100,"358.97417160325057"
3,118,"358.8084595959597"
3,145,"357.6520824314574"
5,120,"357.46815738025407"
13,4,"357.4437909709338"
9,72,"357.41287178824496"
2,272,"357.3470179277245"
9,6,"357.09380505481255"
4,125,"356.7707619038292"
4,18,"356.4497995750024"
18,83,"356.38370816332804"
8,30,"356.1358744863716"
2,109,"356.0879726890756"
3,104,"355.8509591378639"
9,103,"355.8300246203611"
2,67,"355.1640337118599"
13,39,"354.8824361628709"
3,75,"354.83521085519754"
4,79,"354.5868906872537"
7,179,"354.0472029988465"
5,87,"354.01866780045356"
2,45,"353.59482010582013"
2,101,"353.5771185884822"
2,182,"353.5707983193276"
9,114,"352.80615043909506"
7,32,"352.7411382498338"
5,92,"352.2957792207792"
18,18,"352.10504722194855"
18,21,"352.0122168307882"
17,9,"351.9170503738685"
31,34,"351.2699986917844"
7,58,"350.75318579700485"
6,153,"350.43194036010937"
9,117,"350.23428570866776"
18,10,"348.55347210832286"
2,81,"348.4980885172666"
4,16,"347.9077390425666"
6,124,"347.8669286331362"
33,35,"347.7474296128708"
3,77,"347.69659008195015"
33,27,"347.5832298236434"
3,140,"347.2679424307036"
3,92,"347.2023603651987"
16,69,"347.2009803633945"
6,19,"347.0892139925532"
5,19,"347.0719230769231"
3,135,"346.9414297385621"
10,22,"346.93462200276815"
8,72,"346.5713585434174"
5,119,"345.97387511478416"
2,18,"345.63022751895994"
35,1,"345.5941113624936"
7,175,"345.40447447160676"
9,26,"345.3628312344222"
6,108,"345.3625262832407"
6,2,"345.10147541669284"
2,65,"344.9913714610898"
2,152,"344.89266934046344"
7,174,"344.8043149674177"
3,20,"344.7751831081377"
2,14,"344.5307109752531"
8,7,"344.4738893818397"
2,215,"344.43813131313135"
2,71,"344.044617019617"
3,169,"344.0009570494865"
18,28,"343.21170167281275"
110,3,"342.6616161616162"
3,178,"342.3439926739927"
2,154,"342.3213044308632"
7,12,"342.1892480905739"
22,36,"342.08880280978343"
4,40,"342.0680210265925"
5,53,"341.83496876821107"
6,70,"341.6247300715157"
5,66,"341.17157801757065"
6,100,"340.8375716195569"
24,37,"340.64223602484475"
33,5,"340.08474672094087"
6,159,"339.80274769513903"
14,37,"339.43509635335613"
9,41,"339.23893665020427"
21,87,"339.229085986657"
3,179,"338.9716356107661"
35,10,"338.8697143270264"
3,73,"338.8615057632837"
7,150,"338.79280998109186"
9,39,"338.5926686217009"
2,264,"338.4245695612092"
18,9,"337.64418116605617"
39,23,"337.1719216631941"
2,150,"337.0404454997738"
6,33,"337.02867305360724"
49,6,"336.5249886621316"
9,17,"336.0803369832782"
108,1,"335.3101851851852"
3,188,"335.18286267722885"
3,134,"334.50938368055563"
3,93,"334.31364177630866"
24,1,"333.87515392630485"
9,113,"333.352196976169"
46,29,"332.24239006500034"
17,36,"332.12572238996677"
2,129,"332.05249110792596"
2,107,"331.96235119047617"
11,48,"331.75217948717943"
3,112,"331.5432263814617"
2,108,"331.2357668067227"
3,41,"331.06108746528923"
3,195,"331.00516327472843"
49,1,"330.68198412698405"
4,14,"330.5988766387781"
4,82,"330.4217449659765"
13,16,"330.4209784411277"
4,96,"329.4272488148919"
5,71,"329.29102063313366"
9,119,"329.03938577751796"
3,119,"328.67076719576716"
17,12,"328.2705015998494"
2,207,"328.00505501443007"
11,111,"327.73719820314494"
2,16,"327.57621734681584"
7,46,"327.13031489729707"
4,42,"327.00249782409577"
5,17,"326.9794091710758"
6,160,"326.8256945550424"
2,208,"326.8222623620511"
6,12,"326.7729129079875"
4,90,"326.6079910996656"
2,202,"326.5524697938876"
57,29,"326.37883903709934"
65,6,"326.24085497835495"
2,148,"326.1501406926406"
6,54,"326.1104276352656"
7,204,"326.07775602665305"
5,18,"325.19877946127946"
9,33,"324.2920166483599"
6,95,"324.12751332001335"
4,163,"324.11894542453126"
4,26,"324.072127078202"
2,211,"323.28980388298567"
2,96,"323.2216124539041"
8,5,"322.82781975217074"
24,40,"322.45431331953074"
12,21,"321.92291565540995"
47,15,"321.53258948549365"
6,71,"321.5093899354613"
4,21,"321.2592572761239"
33,36,"320.8838132531119"
3,156,"320.7730219353296"
6,65,"320.519437012263"
22,52,"320.4418279616304"
36,40,"320.0894995414629"
16,14,"319.87587343860065"
20,40,"319.21728683394576"
39,68,"319.16759224902074"
2,167,"318.9856749311294"
10,61,"318.8002287429977"
10,5,"317.97585377585386"
2,47,"317.93758914193705"
2,89,"317.8493004579961"
9,101,"317.7230850567897"
9,27,"317.1625453847228"
27,82,"317.1009756619831"
16,66,"316.9925519165307"
3,105,"316.8259938090583"
2,155,"316.37498090145147"
10,64,"316.3739663338452"
10,24,"315.92164160401006"
3,52,"315.6438052925016"
6,50,"315.20432511600353"
6,112,"315.1691430663174"
2,79,"315.0871913580247"
2,261,"314.70749763791616"
5,114,"314.4352458486786"
59,6,"314.230466959511"
8,17,"314.21827896027224"
3,102,"314.16720982460413"
8,25,"313.8221770223241"
35,11,"313.64808462027634"
4,9,"313.34167578908955"
13,8,"313.04874093043105"
6,98,"312.9320451539201"
3,185,"312.5171223221223"
5,51,"312.3981783216784"
8,9,"312.22839865278627"
2,98,"312.13061185447543"
3,17,"311.7200845030391"
24,8,"311.58720092203555"
2,116,"311.4975490196079"
9,84,"311.27931048197445"
5,52,"310.6202727449319"
3,122,"310.61729797979797"
3,6,"310.61596292596283"
2,133,"310.4248866873868"
4,69,"310.4017533015162"
6,61,"310.3846070802903"
38,34,"309.9356704374767"
4,97,"309.77574975263747"
7,188,"309.5150482987313"
4,30,"309.43233913177346"
2,84,"309.406573083779"
6,3,"308.7457344002799"
13,14,"308.74125816993467"
6,31,"308.66191941578137"
57,25,"308.4185450241104"
2,204,"308.3274155031197"
18,17,"308.26508624395944"
59,1,"308.1073238237172"
34,12,"308.10576259489295"
2,42,"308.0267120181406"
9,32,"308.0036215954185"
7,190,"307.9150233073027"
7,43,"307.7812870839218"
46,10,"307.7744075236301"
4,114,"307.7082335148512"
2,170,"307.5898984593838"
10,98,"307.5818545065086"
3,30,"307.44440836940834"
8,68,"307.3978176209755"
3,2,"307.17432730668025"
18,110,"307.11165978520665"
2,269,"307.03349587511286"
65,4,"306.88827030812325"
2,159,"306.61274500961997"
2,13,"306.2687687510901"
3,173,"306.0529411764706"
6,122,"305.1082392100883"
5,14,"304.82921701018716"
24,9,"304.5765117346374"
2,262,"304.0644628120456"
2,171,"303.85272601794344"
66,8,"303.63081065759644"
12,42,"303.5433282795034"
7,73,"302.8137081291988"
66,3,"302.74655257936513"
2,88,"302.6597186147186"
22,40,"302.65062240581693"
18,60,"302.4879100182847"
3,35,"302.47053533321144"
2,279,"302.3660830537749"
3,164,"302.34815957546726"
10,23,"301.8787642182379"
66,2,"301.53769841269843"
17,4,"301.21057106243677"
3,170,"301.12959183673473"
12,5,"300.8131173993221"
2,252,"300.72151871000375"
22,2,"300.70088465952915"
4,85,"300.32715817826175"
2,75,"300.2967793880838"
4,148,"299.94365556828797"
11,5,"299.81158618376935"
3,40,"299.425811949725"
17,3,"299.413332302618"
42,51,"299.33863810319036"
6,25,"299.1578608615572"
34,23,"298.76888174951614"
7,33,"298.74174322409607"
48,28,"298.69335825094447"
2,104,"298.4184353741496"
39,9,"298.20248739769613"
59,8,"298.19142275634823"
3,186,"297.9872132296045"
24,22,"297.8456646884342"
4,10,"297.6779508355066"
33,32,"297.5195801112468"
24,63,"297.45877757163476"
10,62,"297.32427171096515"
3,48,"296.9515313588006"
8,48,"296.930467993144"
4,13,"296.51834669019433"
5,50,"295.9189273689273"
6,53,"295.5205428464608"
8,12,"295.450275240298"
3,4,"295.2789192565312"
12,67,"295.26209528078755"
9,24,"294.8445160560832"
6,111,"294.70010123195283"
2,113,"294.5372395833333"
18,26,"294.5267534289922"
5,112,"294.4881252081252"
5,43,"294.2388516865079"
31,6,"293.92013401720595"
8,75,"293.31428571428575"
5,49,"293.3109090909091"
33,28,"293.00149243918486"
3,38,"292.90979775432896"
6,27,"292.8117245064744"
17,111,"292.559696342305"
8,66,"292.1823130893276"
34,15,"291.9355087689175"
9,109,"291.43302218130475"
9,79,"291.2591257291039"
2,91,"291.1554984816179"
12,30,"291.12828475871953"
4,115,"290.93293023216097"
74,31,"290.59901338896196"
48,10,"289.94048406211704"
3,91,"289.669171541459"
39,6,"289.6071959483497"
18,27,"289.5312036112036"
24,38,"289.4894505494505"
3,3,"289.4032973659839"
4,8,"289.40143795449217"
11,81,"289.33139133948987"
17,44,"289.3236767569472"
3,155,"289.24311022311025"
28,76,"289.20162561862577"
16,106,"288.99254879107826"
10,71,"288.9715982607509"
21,88,"288.86582107635326"
72,18,"288.8440506131295"
2,174,"288.5692640692641"
24,60,"288.5676735370765"
6,82,"288.5647126625387"
2,78,"288.5163622526636"
6,80,"288.3528737576356"
7,160,"288.2862718217683"
7,205,"288.0242826818914"
3,15,"287.89979840421023"
3,172,"287.7229797979798"
2,46,"287.5861534391535"
6,144,"287.54371956168836"
48,20,"287.40535543676515"
9,73,"287.3402576489533"
8,4,"287.2214962573658"
33,1,"287.13674242424247"
4,87,"287.08142252868885"
17,6,"286.83395414701386"
53,32,"286.603661729671"
4,37,"286.1362408735543"
2,63,"285.9337752525252"
2,105,"285.79308035714286"
2,201,"285.7598010437051"
38,25,"285.4915626049369"
9,80,"285.261743554706"
10,63,"284.74759964637724"
2,205,"284.5985805257544"
16,67,"283.8906911781078"
4,7,"283.82378416884"
17,70,"283.7795264208307"
6,165,"283.71336039582314"
18,12,"283.60832877735874"
8,44,"283.47736441798946"
6,32,"283.17008836483836"
4,89,"282.9748999208676"
6,79,"282.769252044252"
24,28,"282.7637758228292"
9,18,"282.75819269297534"
46,20,"282.71484541577826"
2,68,"282.0906620016209"
22,1,"282.03032244363294"
112,3,"281.9950980392157"
3,64,"281.9928687520147"
4,84,"281.81603068026214"
112,4,"281.1380952380952"
12,19,"280.61494464091714"
17,59,"280.5752757589522"
3,120,"280.5594662058372"
17,5,"280.52487638994995"
12,76,"280.4923964592621"
34,19,"280.43481596001845"
57,10,"280.4117954877798"
3,31,"280.35927871148454"
2,168,"280.2840230664858"
97,3,"280.1507692307693"
6,110,"280.0377851004717"
5,35,"279.97613501521954"
3,111,"279.8275171065494"
7,159,"279.29187831341363"
6,35,"279.2611167273572"
3,45,"279.24456850781405"
6,6,"279.02710985909516"
2,93,"278.94552517122935"
4,20,"278.9134659401901"
34,16,"278.6750702099681"
3,128,"278.4783869612974"
8,16,"278.11760105573904"
49,10,"278.0766835016835"
7,169,"277.7216517748221"
3,165,"277.6482267305345"
27,16,"277.62603243182576"
6,136,"277.4201863792773"
7,163,"277.3592752516027"
3,133,"277.287257964258"
3,125,"277.235565355043"
11,112,"277.05136951284015"
49,14,"276.9648258377425"
3,12,"276.8953668553669"
21,30,"276.80726334856774"
41,12,"276.704135896783"
9,19,"276.69989386619824"
2,11,"276.6779696191154"
12,36,"276.63373644276874"
6,78,"276.5987599206349"
10,26,"276.3756190518978"
2,157,"276.1554532532144"
13,18,"276.1147011408731"
12,20,"276.0061597174755"
46,9,"275.9641261979105"
2,56,"275.9081196581197"
17,16,"275.8102813852813"
18,50,"275.8066271758301"
7,148,"275.3195446749694"
5,30,"275.1309469941823"
3,187,"274.9875970842882"
18,24,"274.62832794189944"
33,73,"274.5710299602604"
5,59,"274.5530571607879"
12,6,"274.37609600967727"
9,12,"274.3644256955876"
7,137,"274.1821116782288"
4,162,"274.0207586113445"
66,5,"273.7606034080299"
6,90,"273.61497032379384"
24,39,"273.4764147688061"
2,100,"273.3891977130613"
4,136,"273.1902551152551"
3,151,"273.17545733836056"
3,78,"273.1725108024203"
11,46,"272.9686507936507"
14,21,"272.86572972778856"
3,1,"272.8141974112123"
3,171,"272.7386532738095"
7,40,"272.6935822071695"
13,5,"272.61513183785917"
2,278,"272.44328893612783"
58,22,"272.2364379901144"
30,30,"271.98219038897605"
6,164,"271.58146379261774"
12,18,"271.2975395401382"
4,172,"271.2256985790268"
59,23,"270.8360893075179"
2,274,"270.8346201365921"
42,13,"270.8302026693784"
17,2,"270.68944943944945"
2,172,"270.62022032693676"
3,106,"270.5359171424389"
3,181,"270.532158708295"
2,52,"270.5176402301403"
2,76,"270.23301587301586"
7,171,"270.15768545958883"
25,20,"270.02573521493633"
16,8,"269.7414517913134"
4,119,"269.7136507927312"
6,68,"269.620455395423"
13,12,"269.5566510172144"
5,40,"269.5179997519841"
6,105,"269.5104684601114"
112,2,"269.34741784037556"
24,29,"269.2041419508981"
5,29,"268.876045033398"
57,20,"268.83950090646334"
6,149,"268.747373081464"
3,33,"268.73385197733035"
2,151,"268.64377788877783"
4,129,"268.5320968387356"
10,92,"267.97800548050157"
6,130,"267.9108021892637"
33,29,"267.6973211824019"
2,270,"267.52509560597497"
57,16,"267.46036556059016"
12,15,"267.41729949591297"
65,12,"267.27080668088126"
48,24,"267.0623884037981"
2,250,"266.94941957019955"
9,110,"266.8907289800307"
11,107,"266.66819648334996"
4,155,"266.5161538352715"
24,7,"266.5147450378"
2,55,"266.4749191499191"
42,11,"266.44688965968464"
33,10,"266.17678929911847"
63,8,"266.1005165289256"
16,89,"265.9798665983806"
3,199,"265.9273382504726"
2,80,"265.6658297258297"
2,166,"265.31778702518136"
40,28,"265.25468357893084"
16,72,"265.22451979080967"
7,89,"265.1934790090882"
2,136,"265.0350340786907"
28,78,"264.28506455746185"
4,60,"264.2398749398749"
2,190,"264.04037114845937"
3,190,"264.01653707844184"
2,191,"264.0108005521049"
8,27,"263.81993619247794"
2,169,"263.55221533516993"
3,83,"263.3862539909451"
2,281,"263.3456458999937"
24,62,"263.28203681840046"
