"sura_id","aya_id","avg_aya_tokens"
3,23,"263.1636966765873"
9,4,"263.15953000150756"
6,148,"263.14383772792866"
24,59,"263.023783502472"
7,79,"262.998889380549"
3,44,"262.74562461205295"
61,6,"262.5134249084249"
39,7,"262.4325351308876"
2,244,"262.028886064273"
13,33,"261.6920401493931"
6,143,"261.55817987982175"
33,26,"261.2840178085858"
4,156,"260.87439155959277"
27,18,"260.8490838414444"
13,15,"260.83027375201294"
46,35,"260.8249884440956"
13,43,"260.81258503401364"
7,206,"260.57305476641415"
47,18,"260.39548384362917"
110,2,"260.27053140096626"
6,14,"260.1259123082432"
24,6,"260.0620837223778"
5,46,"259.979536019536"
4,44,"259.9641682292752"
9,120,"259.8998881613446"
2,140,"259.804412461502"
4,105,"259.7521035774872"
22,55,"259.6019662880922"
14,9,"259.45470807736444"
4,140,"259.29015181399797"
10,21,"259.23910949248125"
4,27,"259.04459047128887"
34,10,"258.95068027210885"
4,141,"258.85352465569855"
7,189,"258.8434505468854"
8,10,"258.7984793588054"
21,22,"258.7161546865191"
7,53,"258.64896324192995"
38,26,"258.6134862083072"
9,69,"258.5901383969566"
11,49,"258.57436868686864"
59,24,"258.5181415586178"
12,99,"258.47122935772205"
6,83,"258.2233731028507"
5,39,"257.87407453657454"
60,4,"257.686765183407"
3,160,"257.66990227721"
7,72,"257.6683690130034"
7,146,"257.63721085444564"
36,69,"257.4917273070702"
4,28,"257.4275131604366"
2,268,"257.3681248669001"
58,12,"257.1263030916017"
10,88,"257.00941580779045"
5,65,"256.89490277195927"
10,11,"256.7457912457912"
6,77,"256.547852474323"
33,59,"256.2225676047917"
14,34,"256.20911827417535"
22,26,"256.1475428957008"
7,11,"255.94602204012918"
18,77,"255.87424796275363"
9,104,"255.7343877275232"
3,124,"255.54311447811443"
6,113,"255.37121682458604"
2,118,"255.37062324929974"
59,10,"255.0164405246495"
20,69,"254.90230309331173"
2,132,"254.88391810570383"
13,30,"254.70435305435305"
11,1,"254.69562925170072"
16,68,"254.30668064391747"
8,73,"254.12655122655127"
59,5,"253.9888002928444"
2,130,"253.8273176578324"
14,4,"253.80500757868936"
11,41,"253.7909807256236"
4,64,"253.66519414928504"
65,5,"253.65878968253978"
5,28,"253.5304138647422"
10,89,"253.38441580779036"
4,153,"253.265888806503"
6,123,"253.18858606397015"
7,199,"253.08002611629374"
10,35,"253.06458285146977"
33,54,"252.97304029143464"
6,102,"252.93866384937814"
5,104,"252.72873783922174"
6,139,"252.62990860149952"
108,3,"252.6296296296297"
7,37,"252.36231088677613"
58,8,"252.20374157351768"
17,71,"252.1056564612902"
11,12,"251.97852258852254"
2,156,"251.83828907410992"
12,77,"251.72791529366165"
26,227,"251.72189582717755"
5,83,"251.6193111511762"
8,19,"251.61361945335545"
3,175,"251.5492673992674"
10,27,"251.50099360794567"
3,59,"251.35724654445482"
19,71,"251.11910242565915"
7,29,"250.99596534138792"
11,6,"250.81924019607845"
12,32,"250.726677054289"
9,43,"250.70401886670547"
3,167,"250.6866150089227"
7,85,"250.29526137736246"
2,95,"250.23998390498394"
54,1,"250.1264879981015"
2,66,"249.83777880849308"
3,42,"249.58041333079692"
97,1,"249.52333333333337"
6,154,"249.38343265358193"
6,60,"249.3449960563935"
2,72,"249.23026180169035"
22,37,"249.15322296190328"
57,3,"249.13740612624363"
2,206,"249.10941235381537"
4,80,"249.04581861892538"
2,70,"248.975922965923"
39,67,"248.8214703975574"
17,72,"248.8105628737981"
27,44,"248.74262169008438"
9,71,"248.66075591075594"
4,57,"248.46938927085984"
10,12,"248.31823671497582"
108,2,"248.1333333333334"
16,125,"248.0583098226265"
5,15,"247.97081320450883"
42,52,"247.63552234150828"
13,38,"247.5614357864358"
5,58,"247.4580528455919"
12,55,"247.06573675960018"
8,35,"246.82795194280916"
6,20,"246.51907882986924"
4,75,"246.41695423299967"
3,117,"246.40467171717168"
14,10,"246.3545001000568"
31,20,"246.26830962688098"
2,111,"246.05999999999997"
5,21,"245.87872670807454"
4,56,"245.83303468446198"
3,54,"245.7701734517056"
3,193,"245.70867057778815"
41,11,"245.68923433468888"
10,16,"245.611574074074"
49,4,"245.54725183605782"
40,7,"245.37302179838403"
2,209,"245.11460547028724"
41,30,"245.05748831797862"
2,181,"245.04201465201464"
38,44,"244.6423942930775"
15,2,"244.41304483761"
13,1,"244.39320887445888"
27,40,"244.32401500087212"
16,91,"244.29487262465202"
11,116,"244.1014174733666"
2,94,"244.06518069348954"
6,26,"244.02109773499262"
49,7,"243.90809082892414"
8,34,"243.90417775925792"
11,113,"243.8696050238277"
9,8,"243.8404649497041"
4,38,"243.81606466450216"
7,164,"243.61908062951542"
32,5,"243.60998564631532"
4,81,"243.54314470919024"
62,8,"243.2587976539589"
3,182,"242.94463073356508"
39,22,"242.59861701140096"
11,42,"242.35724354418383"
6,142,"242.24852249200083"
8,2,"241.98717703281434"
12,53,"241.97729939652382"
12,80,"241.83698639455787"
7,20,"241.83195287990068"
5,23,"241.7288072233724"
21,47,"241.25572686020448"
4,142,"241.18552600598053"
17,82,"240.90363383391636"
5,47,"240.72876678876676"
22,77,"240.3069165426587"
6,81,"240.29467269943464"
10,58,"240.27585987867835"
3,174,"240.13982334869428"
8,70,"240.09026472431077"
39,53,"240.05435899418038"
2,120,"240.03232886904766"
28,81,"239.51013918828212"
16,2,"239.44560437517615"
16,48,"239.4117699772048"
8,69,"239.08272219009066"
6,39,"238.98402218006126"
38,22,"238.810641568942"
6,97,"238.7718270365998"
5,20,"238.76085231193923"
10,93,"238.6511671518568"
48,2,"238.5889815696394"
4,91,"238.51066230663"
31,33,"238.29800858345638"
41,10,"238.21772249659568"
9,42,"238.18976868902243"
31,19,"238.13964019638132"
8,6,"238.0387650258026"
2,176,"237.94676870748302"
13,29,"237.92571849446847"
6,119,"237.87773511451064"
8,33,"237.47830598642616"
58,7,"237.47307348538695"
13,6,"237.39466716858024"
4,165,"237.3245241848848"
16,112,"237.3222579755884"
22,54,"237.31462234296222"
37,89,"237.30108550261886"
18,20,"237.18329089713706"
21,104,"237.17945918815482"
3,113,"237.02808833678398"
4,99,"236.9713747326887"
57,28,"236.95297269914806"
7,38,"236.90261279474083"
48,18,"236.74458235573215"
29,46,"236.51624465575705"
11,43,"236.38385270774972"
3,50,"236.30998416216914"
11,14,"236.27333209325388"
17,64,"236.25336311822025"
2,146,"236.2367282717283"
60,13,"236.23235418427726"
4,41,"235.9490297188394"
5,56,"235.94520222531094"
18,25,"235.64600151984774"
5,25,"235.5998136123136"
8,65,"235.59276085052159"
38,21,"235.5492668238488"
7,22,"235.41695382734116"
32,4,"235.36601556965704"
22,30,"235.3564724104584"
13,7,"235.29760049474342"
11,83,"235.2229581133153"
2,137,"235.21535055122015"
16,92,"235.05791976269919"
57,19,"234.94187635480742"
24,43,"234.80172777559136"
32,17,"234.70044034324965"
11,27,"234.64546041260323"
16,70,"234.30629188063398"
11,71,"234.16186759368577"
36,12,"234.13415777674703"
97,2,"234.0908602150538"
57,13,"234.07269228616215"
39,42,"233.78709318707718"
16,71,"233.70324983305528"
6,40,"233.68719832447215"
2,263,"233.470742551622"
3,101,"233.42443167943165"
97,5,"233.3473429951691"
2,277,"233.3014632446358"
11,115,"233.2752298087641"
7,34,"233.23975370507634"
12,109,"233.12777376944044"
38,23,"232.90050715304875"
3,5,"232.86334776334778"
2,138,"232.62642746913582"
6,150,"232.56499932359307"
31,27,"232.5446449283406"
7,185,"232.50965537730235"
4,54,"232.4909410140868"
3,76,"232.38843707128015"
65,7,"232.3534812409813"
9,23,"232.3219456469457"
6,62,"232.31871317088707"
3,183,"232.31858033459588"
3,82,"232.2428881385022"
33,19,"232.11473026353406"
42,15,"232.02361094964996"
2,119,"231.8738827838828"
11,78,"231.84805800615658"
3,46,"231.79075609748293"
57,23,"231.77769654550016"
9,106,"231.76096335777532"
19,25,"231.6906867820712"
2,64,"231.43356643356645"
7,30,"231.41931086008012"
6,51,"231.22671329182785"
33,23,"231.1044646644083"
6,72,"231.06267634075328"
7,8,"230.9679448034521"
19,59,"230.85538230087766"
33,69,"230.79851621266795"
38,35,"230.69348680794803"
10,18,"230.4772631448413"
7,2,"230.23077590119846"
7,88,"230.01997695483098"
2,99,"229.95058808034997"
19,26,"229.95048798910636"
14,46,"229.91012415688886"
2,86,"229.84526515151515"
12,3,"229.74060790087103"
48,4,"229.63449177372104"
3,136,"229.56678695436509"
4,70,"229.4321267683787"
5,68,"229.40994020015074"
3,99,"229.29095925775607"
42,24,"229.22886823144177"
10,15,"229.1940767973856"
2,135,"229.19005724549203"
30,28,"229.1675874572426"
7,154,"229.0538086842661"
12,84,"228.8399497084696"
2,153,"228.66836829836825"
3,123,"228.51815241971954"
4,126,"228.38092896067818"
67,2,"228.18454251299883"
3,11,"228.02873350482048"
2,193,"227.9878536922015"
4,49,"227.98712022581122"
12,68,"227.95336824791366"
9,65,"227.57033466533463"
9,105,"227.5341932104934"
6,84,"227.5184890065843"
11,3,"227.32705782312925"
41,33,"227.2742535972799"
5,70,"227.21353875892072"
16,76,"227.1822476134976"
18,46,"226.7103778723606"
7,28,"226.66024800241217"
97,4,"226.62809523809526"
25,48,"226.57584399563262"
11,88,"226.43705152801266"
6,101,"226.31624809014517"
3,21,"226.26656288156283"
18,23,"226.15646202885011"
22,18,"226.13542011381077"
33,8,"226.0275728059819"
48,16,"225.83159264022257"
33,34,"225.7450687305526"
10,19,"225.62101314484124"
2,112,"225.60454545454542"
10,25,"225.4492606516291"
3,34,"225.3987928323749"
46,16,"225.39033832136556"
39,3,"225.2047804894125"
3,194,"225.17074028790447"
3,129,"225.1363019480519"
9,47,"224.9699261522791"
34,11,"224.92532781228437"
6,161,"224.51675869065573"
11,69,"224.34657846066295"
38,33,"224.31581935981677"
8,49,"224.25892144892148"
8,15,"224.1977618555783"
6,147,"224.1271208890612"
12,25,"224.04897382029728"
35,12,"224.04489149910978"
32,11,"223.93275664438968"
31,17,"223.8709292461924"
11,108,"223.7783931707206"
5,100,"223.67158978174604"
49,3,"223.65490929705223"
2,69,"223.4734026775694"
37,102,"223.24022413342823"
9,92,"223.15516647543834"
6,34,"223.1391208148013"
2,175,"223.11368209255534"
4,74,"223.10645026068173"
11,120,"223.0181969846762"
19,72,"223.0043047845839"
16,1,"222.95517465503212"
14,31,"222.84361246986356"
3,51,"222.82385561791554"
12,43,"222.8075088330129"
12,56,"222.79413934425102"
7,59,"222.76723282648805"
12,8,"222.33111138882938"
24,10,"222.26483372836316"
8,43,"222.1833527855587"
9,75,"222.05573786884966"
11,38,"221.98962241462243"
18,31,"221.96047685155932"
12,22,"221.8022892530355"
3,192,"221.70196453119533"
66,12,"221.69319985569985"
3,189,"221.60221001220998"
5,84,"221.5356635848617"
4,154,"221.3502523926237"
76,3,"221.167066249163"
8,26,"221.1494138044182"
4,51,"221.1402724726254"
9,7,"221.10089012418558"
42,53,"221.01753259761074"
6,115,"220.95480152346923"
5,113,"220.91376623376624"
16,75,"220.82895891422012"
31,14,"220.64095243978488"
3,95,"220.55430383920358"
7,177,"220.52769224877449"
3,139,"220.4528102453103"
6,69,"220.42976586705325"
11,123,"220.40137944066512"
9,59,"220.14710243460246"
6,127,"220.04058184403448"
57,26,"219.85017841354048"
12,50,"219.83232939266668"
3,43,"219.8042939278118"
17,80,"219.73221467224025"
57,21,"219.64941002484107"
13,35,"219.5615873015873"
9,16,"219.5419072515904"
3,176,"219.52736318407955"
21,82,"219.50043689480393"
42,7,"219.43834813240187"
33,7,"219.4031855825334"
2,12,"219.25092481994656"
3,168,"219.10708955947052"
17,32,"219.08285199351886"
33,55,"219.01869706660725"
36,39,"218.92275701111734"
28,77,"218.91238974607165"
24,41,"218.701978021978"
13,10,"218.65579322638152"
2,134,"218.60827501685708"
3,166,"218.41801170610697"
7,4,"218.39107097987696"
60,3,"218.1585473218538"
28,7,"218.15644396307985"
8,59,"218.15569036459613"
11,105,"218.09319387039977"
31,13,"218.00513674158609"
39,8,"217.85148090418963"
62,2,"217.68365639335786"
25,18,"217.5927622931634"
3,107,"217.41900456174645"
6,138,"217.35255834851424"
8,47,"217.29035193201867"
5,24,"217.15775946275946"
2,149,"217.13609138257576"
4,98,"217.02537107980442"
15,87,"216.9628027378123"
17,101,"216.92640523727476"
8,74,"216.9262282690854"
3,143,"216.90104530149986"
28,28,"216.87911455315546"
11,13,"216.81219450743254"
8,32,"216.65174269432288"
10,10,"216.62263038548753"
3,126,"216.54880219243122"
59,4,"216.49297956142217"
7,44,"216.48096903850293"
7,17,"216.4039497869855"
9,66,"216.33315787747605"
10,90,"216.14235382100657"
12,54,"216.08935801219528"
17,25,"215.98751675910748"
7,16,"215.85479591580332"
12,35,"215.8281162464986"
17,58,"215.7772622297622"
10,37,"215.7097981029159"
39,73,"215.65569358178058"
19,64,"215.64985605125426"
18,98,"215.40349102058997"
16,126,"215.27968697495555"
24,64,"215.25991016152304"
63,4,"215.24647612488522"
11,8,"215.13424775707384"
6,140,"215.11847345362975"
12,88,"214.9993756970093"
6,18,"214.91637273323875"
7,166,"214.83620873030816"
53,31,"214.76799304656814"
2,53,"214.75238050998917"
7,167,"214.4334627215535"
11,16,"214.22139804639804"
8,64,"214.19499965649175"
49,5,"214.1275132275133"
9,55,"214.09759073454725"
111,1,"213.8432367149758"
20,5,"213.5166264921947"
18,49,"213.42485982784487"
13,28,"213.3965054269402"
2,110,"213.35297619047617"
41,44,"213.32490875352715"
3,74,"213.23683946253968"
61,14,"212.90976757369614"
39,10,"212.89364354983172"
20,97,"212.58037204355983"
6,55,"212.5483027481232"
13,9,"212.48787878787883"
7,165,"212.4560953432757"
4,143,"212.32778202700078"
8,8,"212.278078925905"
33,24,"212.0817311770551"
4,66,"212.07069678836652"
32,16,"211.9604884606396"
10,39,"211.84090296268712"
8,71,"211.82608903210402"
7,149,"211.67159010658617"
17,13,"211.60007064694565"
31,15,"211.38552877291264"
35,9,"211.369635964394"
85,4,"211.34488672662047"
5,36,"211.18649619611165"
9,62,"211.15372531114718"
3,137,"211.11423239087307"
5,8,"210.78358913813463"
3,63,"210.63850142377493"
47,16,"210.57463991969865"
4,124,"210.53261538361085"
6,57,"210.53217276667183"
3,32,"210.4832949308756"
25,21,"210.29330780330778"
21,33,"210.16855281470666"
28,82,"209.97197990338907"
49,8,"209.77928090428088"
8,29,"209.73998709903225"
9,13,"209.66832531067607"
20,63,"209.62723558205022"
31,16,"209.569558223918"
4,39,"209.56235140520855"
76,21,"209.49428955589252"
36,38,"209.37267531177096"
41,53,"209.36122176434677"
4,73,"209.35598163018872"
15,22,"209.3169252889967"
10,20,"209.28602654176422"
46,17,"209.0719418495735"
3,62,"209.04979174635557"
16,80,"208.8360637048137"
14,35,"208.81566529993643"
38,3,"208.6961686338162"
22,15,"208.6626955443884"
7,132,"208.64989100613028"
27,65,"208.5966032798139"
4,104,"208.47617268832664"
16,97,"208.45548307784657"
2,147,"208.4339976689977"
34,22,"208.43007363702853"
3,90,"208.36386104294587"
18,48,"207.9608262108262"
2,160,"207.95834809130267"
3,47,"207.9482096943144"
30,27,"207.77967670983992"
9,99,"207.7419675602738"
13,22,"207.68011350175527"
6,114,"207.66450040667553"
27,19,"207.5386281266893"
6,37,"207.47924851234885"
7,86,"207.47140808664395"
21,1,"207.4579375848032"
3,142,"207.32698942550508"
18,11,"207.02856094982963"
13,41,"206.87180814354727"
3,98,"206.86264577862931"
6,24,"206.78848789225796"
30,38,"206.77461796016482"
3,184,"206.52189869213674"
10,28,"206.41490957651246"
7,10,"206.36617058867063"
7,131,"206.35275689465857"
17,97,"206.21489345297277"
3,10,"206.1231658098846"
7,101,"205.98798741233466"
20,39,"205.8119427719348"
14,24,"205.6269479622835"
18,51,"205.58141345427057"
47,38,"205.5244728224369"
3,84,"205.4233568006443"
30,39,"205.4181427699285"
14,5,"205.2991581682253"
7,3,"205.2062774320587"
9,64,"205.09469363969365"
57,4,"204.93502458041186"
9,123,"204.9250659170551"
6,163,"204.87334413449798"
21,81,"204.84914140060482"
3,16,"204.84887238182685"
7,151,"204.74572853667667"
20,131,"204.734710550887"
5,77,"204.54961874382926"
48,19,"204.33785597542376"
10,45,"204.32301569139221"
3,72,"204.2696899973925"
14,48,"204.06711214343136"
27,87,"204.05857867947412"
28,85,"203.9407159968465"
5,111,"203.8699257884972"
3,147,"203.76203818403818"
21,96,"203.75353326222896"
57,12,"203.72906774465272"
16,101,"203.70559242040014"
9,81,"203.63881962458376"
3,163,"203.42777773441838"
8,31,"203.38967988710633"
28,24,"203.3815534523752"
33,57,"203.33073782102593"
16,124,"203.31815759502933"
52,21,"203.26917973713012"
7,84,"203.04590403256364"
7,178,"202.9428143479614"
6,104,"202.92884764489244"
36,70,"202.63302659038956"
72,1,"202.49257377382298"
12,37,"202.42909919749107"
39,5,"202.22233612591242"
18,16,"202.17407149235513"
42,22,"202.15129650083068"
14,1,"202.02101745004222"
15,18,"201.889733297748"
4,113,"201.7688011791169"
11,119,"201.7528672164053"
11,15,"201.71333900226756"
46,32,"201.61439306926596"
8,3,"201.49307814913402"
6,63,"201.21493482740087"
8,28,"201.20863111816698"
66,11,"201.10716175359033"
4,173,"201.02907470288628"
10,87,"200.99815263034847"
7,9,"200.93456191956196"
8,14,"200.8780704936502"
106,1,"200.67142857142858"
25,1,"200.62853185371844"
48,15,"200.4849496987124"
11,45,"200.4067216117216"
4,137,"200.36883638247272"
5,16,"200.24606135986733"
16,61,"200.20667809170314"
42,14,"200.12319885428582"
5,22,"200.01321778711485"
28,23,"199.98942716896957"
17,14,"199.9392904889228"
8,63,"199.93810571189312"
8,36,"199.88924755034586"
66,6,"199.7595179738562"
3,94,"199.67637200838269"
3,127,"199.6470626040626"
3,158,"199.5265807507611"
57,22,"199.4501603136161"
12,51,"199.2500059791569"
25,22,"199.19997523206476"
14,26,"199.15423769507802"
17,55,"199.03091731747978"
5,85,"198.99418293009978"
17,81,"198.94611028462424"
19,58,"198.85763198179149"
11,47,"198.8018498168498"
11,37,"198.6322887488329"
7,19,"198.6308070310055"
35,28,"198.56958593054594"
6,28,"198.4849346607739"
20,130,"198.36895560156427"
9,58,"198.12234918865354"
68,1,"197.9767964039091"
113,5,"197.89242424242423"
16,78,"197.84490912933225"
63,7,"197.73981230212576"
2,131,"197.70743839493838"
28,25,"197.5769209457523"
9,121,"197.55649659230815"
3,29,"197.52346764346763"
35,18,"197.48448228220872"
12,26,"197.46662154270842"
8,45,"197.40355489417996"
12,41,"197.00277241765508"
6,162,"196.9787684945773"
39,74,"196.96085434173673"
33,39,"196.91543483490256"
33,30,"196.73409969659969"
35,27,"196.68380161682043"
34,18,"196.58173903694143"
2,121,"196.52675070028016"
73,4,"196.19861309893238"
9,15,"196.144243168648"
8,61,"196.09526497733597"
66,10,"196.07617216117217"
11,28,"196.03759149100054"
17,93,"196.0143031933667"
16,103,"196.0072260036813"
12,10,"195.8273978138471"
15,80,"195.71142596255567"
36,83,"195.69006605270567"
18,79,"195.58579835663977"
42,10,"195.5367022319468"
46,31,"195.4299352773962"
7,147,"195.4229394882478"
6,89,"195.33680001590457"
3,141,"195.32926373626375"
9,63,"195.32212953712954"
9,116,"195.31201144782295"
24,24,"195.2523670926704"
4,147,"195.226920171842"
3,22,"195.220409035409"
9,82,"195.1879458764308"
27,15,"195.08099216294707"
34,17,"195.00348036466454"
12,33,"194.98069650937296"
34,46,"194.94533417007372"
7,170,"194.77276418101832"
9,97,"194.74041446319904"
16,36,"194.65751256297312"
22,31,"194.65349836879903"
30,4,"194.59300252755838"
5,57,"194.5314610918182"
63,5,"194.5053962703963"
11,70,"194.46971729366095"
33,38,"194.4651491754433"
62,5,"194.46475092072106"
18,109,"194.39803703392823"
16,77,"194.3617209179709"
12,86,"194.3167844787038"
6,129,"194.12221517629771"
38,18,"194.03056355631088"
2,192,"194.01659340659336"
6,23,"193.9944886260605"
10,57,"193.89116143170006"
22,39,"193.8777780271574"
48,3,"193.81659209475416"
8,58,"193.7944068181942"
102,8,"193.76990049751245"
35,8,"193.76485567384006"
30,41,"193.691727994228"
39,21,"193.58901889807146"
9,49,"193.54817570489212"
10,59,"193.53555376483106"
6,126,"193.50937272150506"
8,38,"193.5053933836792"
58,13,"193.46412833198545"
26,214,"193.3378159161945"
2,139,"193.27150673400675"
12,85,"193.16678447870382"
5,86,"193.1359307665546"
3,157,"193.06674220840893"
27,22,"192.87137763563143"
5,73,"192.7797392899498"
34,3,"192.7391476880608"
5,78,"192.72817352238403"
4,130,"192.6476803221288"
14,23,"192.55593752652575"
19,23,"192.33889819186945"
35,33,"192.2053432601111"
21,80,"192.1123095320907"
19,65,"192.1066281788387"
14,25,"192.0992266471806"
6,135,"192.0780610415226"
12,38,"192.06840268007815"
9,70,"191.97809653033534"
9,78,"191.9205157600234"
31,18,"191.91826668119575"
16,62,"191.7679517173224"
7,168,"191.7138567811842"
10,31,"191.44564358886728"
5,72,"191.2365546319366"
23,14,"191.15314471243045"
4,55,"191.0748923449977"
7,45,"191.06766646829666"
13,36,"191.0635955831608"
33,31,"191.0444475411867"
63,6,"190.9067326490714"
11,82,"190.79894075831572"
21,97,"190.46491528185084"
7,1,"190.46210273891433"
42,30,"190.29576989595373"
33,21,"190.18683666985288"
27,21,"190.1666157308695"
28,26,"190.07049261953352"
76,1,"190.04746305902614"
33,18,"190.0204120817159"
11,39,"189.952839781746"
57,1,"189.79542711320244"
17,11,"189.70951126168524"
5,75,"189.70416255656966"
98,5,"189.6648723257419"
20,55,"189.63729564797154"
17,57,"189.62677366959053"
38,1,"189.59090178294863"
59,22,"189.57732694655772"
4,170,"189.36840863350886"
25,67,"189.34460581654767"
3,58,"189.2445679415931"
28,29,"189.13686696417693"
7,100,"188.99762108069035"
11,31,"188.71402452248608"
18,1,"188.61751498915675"
7,202,"188.52559981477893"
18,61,"188.44514624610915"
46,30,"188.34892895904804"
30,8,"188.3284497172677"
12,57,"188.18606006520943"
18,2,"188.09181017986984"
3,68,"188.07356913540357"
33,25,"188.03665406002992"
27,88,"187.93963959321096"
9,77,"187.9230206457666"
3,114,"187.80567915690867"
3,162,"187.70348177807858"
12,40,"187.676611635302"
11,80,"187.67495770102911"
22,33,"187.65166496242688"
57,18,"187.5290556521263"
12,9,"187.3735818020279"
60,8,"187.22344587036895"
32,3,"187.19102574304782"
28,27,"187.15853682833225"
51,56,"187.1026281577291"
10,91,"187.00588951334566"
38,41,"186.98265673624846"
20,121,"186.97984139791834"
18,63,"186.97093341359212"
28,56,"186.87445127304653"
28,15,"186.85303604964787"
27,17,"186.85184773803195"
8,18,"186.78792972325576"
16,9,"186.78017412157783"
3,66,"186.63836817088495"
43,81,"186.63033612815758"
39,4,"186.61740508628782"
2,161,"186.60860061655518"
9,98,"186.56124167628963"
25,63,"186.5435440697631"
4,53,"186.4823415799886"
12,27,"186.30377677877675"
8,13,"186.2964915318176"
21,86,"186.2593826041261"
15,88,"186.22401682566516"
9,83,"186.16907552390626"
14,36,"186.1557712984184"
18,86,"186.14649705898114"
4,117,"186.13594662891344"
4,63,"185.93961887785414"
22,73,"185.8831526889363"
2,241,"185.75680330164593"
9,11,"185.6682542500902"
16,35,"185.53828398280652"
29,69,"185.4919576547902"
21,85,"185.44785934932278"
9,91,"185.39913129134752"
36,81,"185.36990941945822"
63,1,"185.31986408199646"
22,11,"185.3181303685668"
10,109,"185.079711328976"
25,70,"184.96049691695265"
28,8,"184.88532947767197"
58,10,"184.86479467502198"
7,203,"184.8246877086429"
3,60,"184.74210485656064"
34,54,"184.7227720890221"
13,40,"184.7145929339478"
19,60,"184.650518462323"
67,5,"184.5688785455702"
2,162,"184.53907771915584"
14,18,"184.48336275724049"
45,21,"184.35502133066072"
17,21,"184.24318307794496"
2,77,"184.1740170940171"
4,45,"184.08680057881736"
40,3,"183.97070985911571"
6,157,"183.9476597476597"
25,68,"183.93423641275095"
7,80,"183.93365625331052"
6,9,"183.83283895290936"
3,86,"183.80622473840185"
6,17,"183.80117929988316"
22,4,"183.72686045350287"
27,20,"183.6952588522589"
50,1,"183.67100024388753"
12,29,"183.63610001109996"
27,25,"183.63501346284443"
57,14,"183.5016379421745"
18,13,"183.50019676904296"
6,16,"183.49865148346927"
4,166,"183.4948366848848"
17,31,"183.3117436357936"
16,41,"183.23769658119656"
11,2,"183.23324314574313"
59,3,"183.05140349068918"
6,41,"183.03278655976627"
7,200,"183.0286547194635"
3,100,"182.97335543645065"
25,77,"182.88729617771625"
7,18,"182.85394340817135"
9,68,"182.77693959686147"
17,39,"182.68124757745943"
7,138,"182.64492263075525"
45,23,"182.4782055168391"
6,120,"182.47509023017335"
7,181,"182.35627743634765"
6,8,"182.32685308972071"
11,87,"182.20380788801845"
7,136,"182.07334710732073"
57,17,"182.06635224866594"
76,2,"182.04746305902614"
3,24,"182.0402808302808"
68,42,"182.01435375783126"
13,42,"181.97767857142858"
60,2,"181.81969129161436"
19,6,"181.72486517892943"
40,15,"181.7038023412028"
17,46,"181.68729021508432"
19,22,"181.5028764776669"
4,71,"181.4990739375075"
42,27,"181.35950744134337"
28,57,"181.32016766975104"
25,17,"181.3022087338724"
42,21,"181.24927858651938"
10,38,"181.18022309408664"
18,96,"181.1134464031693"
22,17,"180.99097699978836"
13,32,"180.84691500256014"
9,14,"180.83154475594955"
4,106,"180.76484232424025"
8,46,"180.76235934123264"
11,106,"180.75050189381938"
17,17,"180.73377205232046"
27,66,"180.6961169851394"
113,1,"180.56666666666666"
27,62,"180.5012198242697"
18,94,"180.48323888113939"
16,81,"180.41251504131938"
6,116,"180.37889534010034"
27,80,"180.22430456635732"
24,23,"180.18822811175752"
10,9,"180.18536556036557"
16,30,"180.0872209168755"
14,38,"180.04582617993435"
41,14,"179.97539084179706"
46,11,"179.6123850404895"
4,61,"179.58587301587298"
47,17,"179.56876815735458"
17,73,"179.5059391135774"
10,83,"179.48664420559996"
35,37,"179.39371535545317"
22,45,"179.32996593969384"
2,92,"179.324100310464"
12,52,"179.31144481589786"
3,67,"179.21750852934298"
17,88,"179.1771311253546"
24,45,"179.15127717264812"
33,58,"179.14556968493918"
46,26,"179.1040161227661"
3,25,"179.04559771825393"
2,123,"179.02679516250947"
48,11,"178.99275349115615"
7,161,"178.99273417403853"
46,12,"178.98294584824723"
67,3,"178.88603505031227"
24,25,"178.84155980100374"
9,46,"178.68171466214946"
7,95,"178.6792950273951"
18,57,"178.6742106765095"
16,128,"178.6535111303828"
13,37,"178.62168898809526"
10,36,"178.5931405363642"
20,114,"178.57728160292461"
7,87,"178.47215117403871"
42,25,"178.42507024484635"
9,127,"178.39775124624754"
39,1,"178.38661313491482"
5,79,"178.33032504319507"
7,201,"178.2770317042056"
16,44,"178.2519112769486"
34,6,"178.1952569916856"
24,44,"178.09749781184206"
25,3,"178.07171744921743"
12,87,"178.02430861538616"
28,46,"177.94304711344353"
7,186,"177.7255913476501"
20,132,"177.66177248677246"
34,1,"177.62617270788917"
34,9,"177.61060267857144"
18,59,"177.3195847370448"
9,85,"177.30797922509805"
7,50,"177.30465204729913"
10,74,"177.17612714219672"
40,60,"177.13815478355653"
98,8,"177.09267945984362"
28,9,"177.023418526648"
17,35,"176.91085175744243"
22,32,"176.85066993755123"
18,45,"176.79948681815506"
6,118,"176.78363522583422"
113,4,"176.75970149253732"
39,69,"176.7478015448604"
5,37,"176.73814307582967"
17,83,"176.64543688570282"
18,78,"176.6439614161092"
61,5,"176.53997275527126"
28,80,"176.36114589457674"
12,2,"176.3227391098485"
38,43,"176.31516566437523"
25,74,"176.2444947762192"
14,32,"176.2164901377217"
17,45,"176.15171598539246"
25,45,"176.13534388675205"
4,76,"176.07399896267157"
15,1,"175.93973360840545"
60,9,"175.93659532634948"
3,198,"175.85242641345582"
14,3,"175.74626997529475"
11,29,"175.5360773621803"
